model,type,split,n_members,accuracy,precision,recall,f1,roc_auc,log_loss,ece
bayes_logreg,ensemble,val,10,0.8215384615384616,0.5967741935483871,0.2890625,0.3894736842105263,0.8091924090038314,0.3913573342341992,0.021229159436205357
bayes_logreg,ensemble,test,10,0.8215384615384616,0.6116504854368932,0.24705882352941178,0.35195530726256985,0.8157763392438315,0.3888109753367885,0.029295002849024063
