model_name,member_id,split,accuracy,precision,recall,f1,roc_auc,log_loss,ece
bayes_logreg,002,val,0.823076923076923,0.5866666666666667,0.34375,0.43349753694581283,0.8051963601532566,0.39662557413087673,0.04101866194822701
bayes_logreg,002,test,0.8153846153846154,0.556390977443609,0.2901960784313726,0.38144329896907214,0.8109991556431184,0.3939146686379058,0.03132306370651871
