model_name,member_id,split,accuracy,precision,recall,f1,roc_auc,log_loss,ece
bayes_logreg,007,val,0.816923076923077,0.5957446808510638,0.21875,0.32,0.8015295737547892,0.39859510145506927,0.0327097374571006
bayes_logreg,007,test,0.8207692307692308,0.6222222222222222,0.2196078431372549,0.32463768115942027,0.809201613659818,0.393731189331932,0.034436459843478665
