model_name,member_id,split,accuracy,precision,recall,f1,roc_auc,log_loss,ece
bayes_logreg,001,val,0.816923076923077,0.5818181818181818,0.25,0.34972677595628415,0.8082944204980844,0.3923507090956844,0.017532875882324973
bayes_logreg,001,test,0.82,0.6,0.24705882352941178,0.35,0.8144216155361665,0.3897353570309081,0.031832264306045466
