model_name,member_id,split,accuracy,precision,recall,f1,roc_auc,log_loss,ece
bayes_logreg,010,val,0.8246153846153846,0.6521739130434783,0.234375,0.3448275862068966,0.8063487787356323,0.3940271309226609,0.026549328124567485
bayes_logreg,010,test,0.823076923076923,0.6436781609195402,0.2196078431372549,0.32748538011695905,0.8158664039778591,0.390423541682849,0.023468524061574268
