model_name,member_id,split,accuracy,precision,recall,f1,roc_auc,log_loss,ece
bayes_logreg,004,val,0.82,0.582089552238806,0.3046875,0.4,0.8034901819923371,0.39691260938986456,0.036492014581394755
bayes_logreg,004,test,0.8207692307692308,0.5948275862068966,0.27058823529411763,0.3719676549865229,0.8069575007036307,0.3953653770516175,0.025483222769848976
