model_name,member_id,split,accuracy,precision,recall,f1,roc_auc,log_loss,ece
bayes_logreg,009,val,0.8246153846153846,0.6,0.328125,0.42424242424242425,0.8089230124521072,0.3922282171354177,0.03055921451915261
bayes_logreg,009,test,0.8192307692307692,0.5877192982456141,0.2627450980392157,0.36314363143631434,0.8133520968195892,0.3909928235592898,0.018469066311993552
