model_name,member_id,split,accuracy,precision,recall,f1,roc_auc,log_loss,ece
bayes_logreg,008,val,0.8092307692307692,0.5303030303030303,0.2734375,0.36082474226804123,0.8101352969348659,0.3924861776800102,0.043034463509722336
bayes_logreg,008,test,0.82,0.6,0.24705882352941178,0.35,0.8146317665822309,0.38997061433613106,0.02838294865539815
